0|1|2|3|5
Directores y gerentes|Directores y gerentes de producción y operaciones|Directores de producción agropecuaria, silvicultura y pesca|Directores de empresas de abastecimiento, distribución y afines|Director de departamento de abastecimiento
Directores y gerentes|Directores y gerentes de producción y operaciones|Directores de producción agropecuaria, silvicultura y pesca|Directores de empresas de abastecimiento, distribución y afines|Director gerente de empresa de transporte
Directores y gerentes|Directores y gerentes de producción y operaciones|Directores de producción agropecuaria, silvicultura y pesca|Directores de empresas de abastecimiento, distribución y afines|"Director 
de 
departamento 
de 
operaciones 
en 
empresa 
de"
Directores y gerentes|Directores y gerentes de producción y operaciones|Directores de producción agropecuaria, silvicultura y pesca|Directores de empresas de abastecimiento, distribución y afines|
Directores y gerentes|Directores y gerentes de producción y operaciones|Directores de producción agropecuaria, silvicultura y pesca|Directores de empresas de abastecimiento, distribución y afines|almacenamientos
Directores y gerentes|Directores y gerentes de producción y operaciones|Directores de producción agropecuaria, silvicultura y pesca|Directores de empresas de abastecimiento, distribución y afines|Director de departamento de distribución
Directores y gerentes|Directores y gerentes de producción y operaciones|Directores de producción agropecuaria, silvicultura y pesca|Directores de empresas de abastecimiento, distribución y afines|Director gerente de empresa de almacenamiento
Directores y gerentes|Directores y gerentes de producción y operaciones|Directores de producción agropecuaria, silvicultura y pesca|Directores de empresas de abastecimiento, distribución y afines|"Director 
de 
departamento 
de 
operaciones 
en 
empresa 
de"
Directores y gerentes|Directores y gerentes de producción y operaciones|Directores de producción agropecuaria, silvicultura y pesca|Directores de empresas de abastecimiento, distribución y afines|
Directores y gerentes|Directores y gerentes de producción y operaciones|Directores de producción agropecuaria, silvicultura y pesca|Directores de empresas de abastecimiento, distribución y afines|comunicaciones
Directores y gerentes|Directores y gerentes de producción y operaciones|Directores de producción agropecuaria, silvicultura y pesca|Directores de empresas de abastecimiento, distribución y afines|Director gerente de empresa de comunicaciones
Directores y gerentes|Directores y gerentes de producción y operaciones|Directores de producción agropecuaria, silvicultura y pesca|Directores de empresas de abastecimiento, distribución y afines|"Directores  de  servicios  de 
tecnología  de 
la 
información  y 
las"
Directores y gerentes|Directores y gerentes de producción y operaciones|Directores de producción agropecuaria, silvicultura y pesca|Directores de empresas de abastecimiento, distribución y afines|
Directores y gerentes|Directores y gerentes de producción y operaciones|Directores de producción agropecuaria, silvicultura y pesca|Directores de empresas de abastecimiento, distribución y afines|comunicaciones
Directores y gerentes|Directores y gerentes de producción y operaciones|Directores de producción agropecuaria, silvicultura y pesca|Directores de empresas de abastecimiento, distribución y afines|"Directores  de  servicios  de 
tecnología  de 
la 
información  y 
las"
Directores y gerentes|Directores y gerentes de producción y operaciones|Directores de producción agropecuaria, silvicultura y pesca|Directores de empresas de abastecimiento, distribución y afines|
Directores y gerentes|Directores y gerentes de producción y operaciones|Directores de producción agropecuaria, silvicultura y pesca|Directores de empresas de abastecimiento, distribución y afines|comunicaciones
Directores y gerentes|Directores y gerentes de producción y operaciones|Directores de producción agropecuaria, silvicultura y pesca|Directores de empresas de abastecimiento, distribución y afines|Director de departamento de informática
Directores y gerentes|Directores y gerentes de producción y operaciones|Directores de producción agropecuaria, silvicultura y pesca|Directores de empresas de abastecimiento, distribución y afines|"Directores  de  servicios  de 
tecnología  de 
la 
información  y 
las"
Directores y gerentes|Directores y gerentes de producción y operaciones|Directores de producción agropecuaria, silvicultura y pesca|Directores de empresas de abastecimiento, distribución y afines|
Directores y gerentes|Directores y gerentes de producción y operaciones|Directores de producción agropecuaria, silvicultura y pesca|Directores de empresas de abastecimiento, distribución y afines|comunicaciones no clasificados bajo otros epígrafes
Directores y gerentes|Directores y gerentes de producción y operaciones|Directores de producción agropecuaria, silvicultura y pesca|Directores de empresas de abastecimiento, distribución y afines|Otros  directores  de  servicios  de  tecnología  de  la  información  y  las
Directores y gerentes|Directores y gerentes de producción y operaciones|Directores de producción agropecuaria, silvicultura y pesca|Directores de empresas de abastecimiento, distribución y afines|
Directores y gerentes|Directores y gerentes de producción y operaciones|Directores de producción agropecuaria, silvicultura y pesca|Directores de empresas de abastecimiento, distribución y afines|comunicaciones
Directores y gerentes|Directores y gerentes de producción y operaciones|Directores y gerentes de servicios profesionales|Directores de empresas de abastecimiento, distribución y afines|Directores y gerentes de servicios profesionales
Directores y gerentes|Directores y gerentes de producción y operaciones|Directores y gerentes de servicios profesionales|Directores de servicios de cuidados infantiles|Directores de servicios de cuidados infantiles
Directores y gerentes|Directores y gerentes de producción y operaciones|Directores y gerentes de servicios profesionales|Directores de servicios de cuidados infantiles|Director de servicios de cuidados infantiles
Directores y gerentes|Directores y gerentes de producción y operaciones|Directores y gerentes de servicios profesionales|Director de servicios de salud|Director de servicios de salud
Directores y gerentes|Directores y gerentes de producción y operaciones|Directores y gerentes de servicios profesionales|Director de servicios de salud|Director de servicios de salud
Directores y gerentes|Directores y gerentes de producción y operaciones|Directores y gerentes de servicios profesionales|Director de servicios de cuidados de las personas de edad|Director de servicios de cuidados de las personas de edad
Directores y gerentes|Directores y gerentes de producción y operaciones|Directores y gerentes de servicios profesionales|Director de servicios de cuidados de las personas de edad|Director de servicios de cuidados de las personas de edad
Directores y gerentes|Directores y gerentes de producción y operaciones|Directores y gerentes de servicios profesionales|Director de servicios de bienestar social|Director de servicios de bienestar social
Directores y gerentes|Directores y gerentes de producción y operaciones|Directores y gerentes de servicios profesionales|Director de servicios de bienestar social|Director de servicios de bienestar social
