0|1|2|3|5
Técnicos y profesionales de nivel medio|Profesionales de nivel medio en operaciones financieras y administrativas|Agentes de la administración pública para la aplicación de la ley y afines|Inspectores de policía y detectives|y afines
Técnicos y profesionales de nivel medio|Profesionales de nivel medio en operaciones financieras y administrativas|Profesionales de nivel medio, de servicios jurídicos, sociales y religiosos|Inspectores de policía y detectives|Profesionales de nivel medio, de servicios jurídicos, sociales y religiosos
Técnicos y profesionales de nivel medio|Profesionales de nivel medio en operaciones financieras y administrativas|Profesionales de nivel medio, de servicios jurídicos, sociales y religiosos|Profesionales de nivel medio del derecho y servicios legales y afines|Profesionales de nivel medio del derecho y servicios legales y afines
Técnicos y profesionales de nivel medio|Profesionales de nivel medio en operaciones financieras y administrativas|Profesionales de nivel medio, de servicios jurídicos, sociales y religiosos|Profesionales de nivel medio del derecho y servicios legales y afines|Auxiliar de bufete de abogado
Técnicos y profesionales de nivel medio|Profesionales de nivel medio en operaciones financieras y administrativas|Profesionales de nivel medio, de servicios jurídicos, sociales y religiosos|Profesionales de nivel medio del derecho y servicios legales y afines|Oficial de sala de tribunales
Técnicos y profesionales de nivel medio|Profesionales de nivel medio en operaciones financieras y administrativas|Profesionales de nivel medio, de servicios jurídicos, sociales y religiosos|Profesionales de nivel medio del derecho y servicios legales y afines|Secretario de juzgado
Técnicos y profesionales de nivel medio|Profesionales de nivel medio en operaciones financieras y administrativas|Profesionales de nivel medio, de servicios jurídicos, sociales y religiosos|Profesionales de nivel medio del derecho y servicios legales y afines|Pasante de abogado
Técnicos y profesionales de nivel medio|Profesionales de nivel medio en operaciones financieras y administrativas|Profesionales de nivel medio, de servicios jurídicos, sociales y religiosos|Trabajadores y asistentes sociales de nivel medio|Trabajadores y asistentes sociales de nivel medio
Técnicos y profesionales de nivel medio|Profesionales de nivel medio en operaciones financieras y administrativas|Profesionales de nivel medio, de servicios jurídicos, sociales y religiosos|Trabajadores y asistentes sociales de nivel medio|Auxiliar o asistente social
Técnicos y profesionales de nivel medio|Profesionales de nivel medio en operaciones financieras y administrativas|Profesionales de nivel medio, de servicios jurídicos, sociales y religiosos|Trabajadores y asistentes sociales de nivel medio|Visitador social
Técnicos y profesionales de nivel medio|Profesionales de nivel medio en operaciones financieras y administrativas|Profesionales de nivel medio, de servicios jurídicos, sociales y religiosos|Auxiliares laicos de las religiones|Auxiliares laicos de las religiones
Técnicos y profesionales de nivel medio|Profesionales de nivel medio en operaciones financieras y administrativas|Profesionales de nivel medio, de servicios jurídicos, sociales y religiosos|Auxiliares laicos de las religiones|Aprendiz de pastor
Técnicos y profesionales de nivel medio|Profesionales de nivel medio en operaciones financieras y administrativas|Profesionales de nivel medio, de servicios jurídicos, sociales y religiosos|Auxiliares laicos de las religiones|Diácono
Técnicos y profesionales de nivel medio|Profesionales de nivel medio en operaciones financieras y administrativas|Profesionales de nivel medio, de servicios jurídicos, sociales y religiosos|Auxiliares laicos de las religiones|Presbítero
Técnicos y profesionales de nivel medio|Profesionales de nivel medio en operaciones financieras y administrativas|Entrenadores de deportes y aptitud física|Auxiliares laicos de las religiones|Entrenadores de deportes y aptitud física
Técnicos y profesionales de nivel medio|Profesionales de nivel medio en operaciones financieras y administrativas|Entrenadores de deportes y aptitud física|Atletas y deportistas|Atletas y deportistas
Técnicos y profesionales de nivel medio|Profesionales de nivel medio en operaciones financieras y administrativas|Entrenadores de deportes y aptitud física|Atletas y deportistas|Atleta
Técnicos y profesionales de nivel medio|Profesionales de nivel medio en operaciones financieras y administrativas|Entrenadores de deportes y aptitud física|Atletas y deportistas|Deportista
Técnicos y profesionales de nivel medio|Profesionales de nivel medio en operaciones financieras y administrativas|Entrenadores de deportes y aptitud física|Atletas y deportistas|Jugador de fútbol profesional
Técnicos y profesionales de nivel medio|Profesionales de nivel medio en operaciones financieras y administrativas|Entrenadores de deportes y aptitud física|Entrenadores, instructores y árbitros de actividades deportivas|Entrenadores, instructores y árbitros de actividades deportivas
Técnicos y profesionales de nivel medio|Profesionales de nivel medio en operaciones financieras y administrativas|Entrenadores de deportes y aptitud física|Entrenadores, instructores y árbitros de actividades deportivas|Entrenador deportivo
Técnicos y profesionales de nivel medio|Profesionales de nivel medio en operaciones financieras y administrativas|Entrenadores de deportes y aptitud física|Entrenadores, instructores y árbitros de actividades deportivas|Instructor deportivo
Técnicos y profesionales de nivel medio|Profesionales de nivel medio en operaciones financieras y administrativas|Entrenadores de deportes y aptitud física|Entrenadores, instructores y árbitros de actividades deportivas|Árbitro deportivo
Técnicos y profesionales de nivel medio|Profesionales de nivel medio en operaciones financieras y administrativas|Entrenadores de deportes y aptitud física|Instructores de educación física y actividades recreativas|Instructores de educación física y actividades recreativas
Técnicos y profesionales de nivel medio|Profesionales de nivel medio en operaciones financieras y administrativas|Entrenadores de deportes y aptitud física|Instructores de educación física y actividades recreativas|Instructor de educación física
Técnicos y profesionales de nivel medio|Profesionales de nivel medio en operaciones financieras y administrativas|Entrenadores de deportes y aptitud física|Instructores de educación física y actividades recreativas|Instructor de actividades recreativas
Técnicos y profesionales de nivel medio|Profesionales de nivel medio en operaciones financieras y administrativas|Entrenadores de deportes y aptitud física|Instructores de educación física y actividades recreativas|Profesionales  de  nivel  medio  en  actividades  culturales,  artísticas  y
Técnicos y profesionales de nivel medio|Profesionales de nivel medio en operaciones financieras y administrativas|Entrenadores de deportes y aptitud física|Instructores de educación física y actividades recreativas|
Técnicos y profesionales de nivel medio|Profesionales de nivel medio en operaciones financieras y administrativas|Entrenadores de deportes y aptitud física|Instructores de educación física y actividades recreativas|culinarias
Técnicos y profesionales de nivel medio|Profesionales de nivel medio en operaciones financieras y administrativas|Entrenadores de deportes y aptitud física|Fotógrafos|Fotógrafos
Técnicos y profesionales de nivel medio|Profesionales de nivel medio en operaciones financieras y administrativas|Entrenadores de deportes y aptitud física|Fotógrafos|Fotógrafo
Técnicos y profesionales de nivel medio|Profesionales de nivel medio en operaciones financieras y administrativas|Entrenadores de deportes y aptitud física|Diseñadores y decoradores de interior|Diseñadores y decoradores de interior
Técnicos y profesionales de nivel medio|Profesionales de nivel medio en operaciones financieras y administrativas|Entrenadores de deportes y aptitud física|Diseñadores y decoradores de interior|Diseñador de interiores
Técnicos y profesionales de nivel medio|Profesionales de nivel medio en operaciones financieras y administrativas|Entrenadores de deportes y aptitud física|Diseñadores y decoradores de interior|Decorador de interiores
Técnicos y profesionales de nivel medio|Profesionales de nivel medio en operaciones financieras y administrativas|Entrenadores de deportes y aptitud física|Diseñadores y decoradores de interior|Decorador de teatro
Técnicos y profesionales de nivel medio|Profesionales de nivel medio en operaciones financieras y administrativas|Entrenadores de deportes y aptitud física|Técnicos en galerías de arte, museos y bibliotecas|Técnicos en galerías de arte, museos y bibliotecas
Técnicos y profesionales de nivel medio|Profesionales de nivel medio en operaciones financieras y administrativas|Entrenadores de deportes y aptitud física|Técnicos en galerías de arte, museos y bibliotecas|Técnico en galería de arte, museo y biblioteca
Técnicos y profesionales de nivel medio|Profesionales de nivel medio en operaciones financieras y administrativas|Entrenadores de deportes y aptitud física|Chefs|Chefs
Técnicos y profesionales de nivel medio|Profesionales de nivel medio en operaciones financieras y administrativas|Entrenadores de deportes y aptitud física|Chefs|Sour chef
Técnicos y profesionales de nivel medio|Profesionales de nivel medio en operaciones financieras y administrativas|Entrenadores de deportes y aptitud física|Chefs|Cocinero de alta cocina
Técnicos y profesionales de nivel medio|Profesionales de nivel medio en operaciones financieras y administrativas|Entrenadores de deportes y aptitud física|Chefs|Jefe de cocina ( chef )
Técnicos y profesionales de nivel medio|Profesionales de nivel medio en operaciones financieras y administrativas|Entrenadores de deportes y aptitud física|Chefs|Cocinero doméstico
Técnicos y profesionales de nivel medio|Profesionales de nivel medio en operaciones financieras y administrativas|Entrenadores de deportes y aptitud física|Chefs|Parrillero
Técnicos y profesionales de nivel medio|Profesionales de nivel medio en operaciones financieras y administrativas|Entrenadores de deportes y aptitud física|Chefs|Cocinero de catering
Técnicos y profesionales de nivel medio|Profesionales de nivel medio en operaciones financieras y administrativas|Entrenadores de deportes y aptitud física|Otros profesionales de nivel medio en actividades culturales y artísticas|Otros profesionales de nivel medio en actividades culturales y artísticas
Técnicos y profesionales de nivel medio|Profesionales de nivel medio en operaciones financieras y administrativas|Entrenadores de deportes y aptitud física|Otros profesionales de nivel medio en actividades culturales y artísticas|Otros profesionales de nivel medio en actividades culturales y artísticas
Técnicos y profesionales de nivel medio|Técnicos de la tecnología de la información y las comunicaciones|Entrenadores de deportes y aptitud física|Otros profesionales de nivel medio en actividades culturales y artísticas|Técnicos de la tecnología de la información y las comunicaciones
Técnicos y profesionales de nivel medio|Técnicos de la tecnología de la información y las comunicaciones|Entrenadores de deportes y aptitud física|Otros profesionales de nivel medio en actividades culturales y artísticas|"Técnicos  en  operaciones  de 
tecnología  de 
la 
información 
y 
las"
Técnicos y profesionales de nivel medio|Técnicos de la tecnología de la información y las comunicaciones|Entrenadores de deportes y aptitud física|Otros profesionales de nivel medio en actividades culturales y artísticas|
Técnicos y profesionales de nivel medio|Técnicos de la tecnología de la información y las comunicaciones|Entrenadores de deportes y aptitud física|Otros profesionales de nivel medio en actividades culturales y artísticas|comunicaciones y asistencia al usuario
Técnicos y profesionales de nivel medio|Técnicos de la tecnología de la información y las comunicaciones|Entrenadores de deportes y aptitud física|Otros profesionales de nivel medio en actividades culturales y artísticas|"Técnicos  en  operaciones  de 
tecnología  de 
la 
información 
y 
las"
Técnicos y profesionales de nivel medio|Técnicos de la tecnología de la información y las comunicaciones|Entrenadores de deportes y aptitud física|Otros profesionales de nivel medio en actividades culturales y artísticas|
Técnicos y profesionales de nivel medio|Técnicos de la tecnología de la información y las comunicaciones|Entrenadores de deportes y aptitud física|Otros profesionales de nivel medio en actividades culturales y artísticas|comunicaciones
Técnicos y profesionales de nivel medio|Técnicos de la tecnología de la información y las comunicaciones|Entrenadores de deportes y aptitud física|Otros profesionales de nivel medio en actividades culturales y artísticas|Operador de cabina de proyección cinematográfica
Técnicos y profesionales de nivel medio|Técnicos de la tecnología de la información y las comunicaciones|Entrenadores de deportes y aptitud física|Otros profesionales de nivel medio en actividades culturales y artísticas|Técnico operador de pc
Técnicos y profesionales de nivel medio|Técnicos de la tecnología de la información y las comunicaciones|Entrenadores de deportes y aptitud física|Otros profesionales de nivel medio en actividades culturales y artísticas|Técnico analista de sistemas
Técnicos y profesionales de nivel medio|Técnicos de la tecnología de la información y las comunicaciones|Entrenadores de deportes y aptitud física|Otros profesionales de nivel medio en actividades culturales y artísticas|Técnico programador de computadoras
Técnicos y profesionales de nivel medio|Técnicos de la tecnología de la información y las comunicaciones|Entrenadores de deportes y aptitud física|Otros profesionales de nivel medio en actividades culturales y artísticas|Técnico en servicios informáticos
Técnicos y profesionales de nivel medio|Técnicos de la tecnología de la información y las comunicaciones|Entrenadores de deportes y aptitud física|Otros profesionales de nivel medio en actividades culturales y artísticas|Técnico en programación y diseño de páginas web
Técnicos y profesionales de nivel medio|Técnicos de la tecnología de la información y las comunicaciones|Entrenadores de deportes y aptitud física|Técnicos en redes y sistemas de computadores|Técnicos en redes y sistemas de computadores
Técnicos y profesionales de nivel medio|Técnicos de la tecnología de la información y las comunicaciones|Entrenadores de deportes y aptitud física|Técnicos en redes y sistemas de computadores|Técnico en redes informáticas
Técnicos y profesionales de nivel medio|Técnicos de la tecnología de la información y las comunicaciones|Entrenadores de deportes y aptitud física|Técnicos en redes y sistemas de computadores|Técnico en sistemas de computadores
Técnicos y profesionales de nivel medio|Técnicos de la tecnología de la información y las comunicaciones|Entrenadores de deportes y aptitud física|Técnicos en redes y sistemas de computadores|Administrador de redes de computadoras
Técnicos y profesionales de nivel medio|Técnicos de la tecnología de la información y las comunicaciones|Entrenadores de deportes y aptitud física|Técnicos de la Web|Técnicos de la Web
Técnicos y profesionales de nivel medio|Técnicos de la tecnología de la información y las comunicaciones|Entrenadores de deportes y aptitud física|Técnicos de la Web|Técnico de la web
Técnicos y profesionales de nivel medio|Técnicos de la tecnología de la información y las comunicaciones|Entrenadores de deportes y aptitud física|Técnicos de la Web|Técnico en ingeniería de las telecomunicaciones
Técnicos y profesionales de nivel medio|Técnicos de la tecnología de la información y las comunicaciones|Técnicos en telecomunicaciones y radiodifusión|Técnicos de la Web|Técnicos en telecomunicaciones y radiodifusión
Técnicos y profesionales de nivel medio|Técnicos de la tecnología de la información y las comunicaciones|Técnicos en telecomunicaciones y radiodifusión|Técnicos de radiodifusión y grabación audio visual|Técnicos de radiodifusión y grabación audio visual
Técnicos y profesionales de nivel medio|Técnicos de la tecnología de la información y las comunicaciones|Técnicos en telecomunicaciones y radiodifusión|Técnicos de radiodifusión y grabación audio visual|Operador de equipo de grabación y video
Técnicos y profesionales de nivel medio|Técnicos de la tecnología de la información y las comunicaciones|Técnicos en telecomunicaciones y radiodifusión|Técnicos de radiodifusión y grabación audio visual|Operador de equipo de sonido
Técnicos y profesionales de nivel medio|Técnicos de la tecnología de la información y las comunicaciones|Técnicos en telecomunicaciones y radiodifusión|Técnicos de radiodifusión y grabación audio visual|Camarógrafo
Técnicos y profesionales de nivel medio|Técnicos de la tecnología de la información y las comunicaciones|Técnicos en telecomunicaciones y radiodifusión|Técnicos de ingeniería de las telecomunicaciones|Técnicos de ingeniería de las telecomunicaciones
Técnicos y profesionales de nivel medio|Técnicos de la tecnología de la información y las comunicaciones|Técnicos en telecomunicaciones y radiodifusión|Técnicos de ingeniería de las telecomunicaciones|Técnico en telecomunicaciones
Técnicos y profesionales de nivel medio|Técnicos de la tecnología de la información y las comunicaciones|Técnicos en telecomunicaciones y radiodifusión|Técnicos de ingeniería de las telecomunicaciones|Técnico en transmisiones
Personal de apoyo administrativo|Técnicos de la tecnología de la información y las comunicaciones|Técnicos en telecomunicaciones y radiodifusión|Técnicos de ingeniería de las telecomunicaciones|Personal de apoyo administrativo
Personal de apoyo administrativo|Oficinistas|Técnicos en telecomunicaciones y radiodifusión|Técnicos de ingeniería de las telecomunicaciones|Oficinistas
Personal de apoyo administrativo|Oficinistas|Oficinistas generales|Técnicos de ingeniería de las telecomunicaciones|Oficinistas generales
Personal de apoyo administrativo|Oficinistas|Oficinistas generales|Oficinistas generales|Oficinistas generales
Personal de apoyo administrativo|Oficinistas|Oficinistas generales|Oficinistas generales|Oficinista
Personal de apoyo administrativo|Oficinistas|Secretarios (general)|Oficinistas generales|Secretarios (general)
Personal de apoyo administrativo|Oficinistas|Secretarios (general)|Secretarios (general)|Secretarios (general)
Personal de apoyo administrativo|Oficinistas|Secretarios (general)|Secretarios (general)|Secretaria
Personal de apoyo administrativo|Oficinistas|Secretarios (general)|Secretarios (general)|Secretaria bilingüe
Personal de apoyo administrativo|Oficinistas|Secretarios (general)|Secretarios (general)|Secretaria comercial
Personal de apoyo administrativo|Oficinistas|Secretarios (general)|Secretarios (general)|Secretaría administrativa
Personal de apoyo administrativo|Oficinistas|Secretarios (general)|Secretarios (general)|Secretaria ejecutiva
Personal de apoyo administrativo|Oficinistas|Secretarios (general)|Secretarios (general)|Secretaria de gerencia
Personal de apoyo administrativo|Oficinistas|Secretarios (general)|Secretarios (general)|Secretaria contadora
Personal de apoyo administrativo|Oficinistas|Operadores de máquinas de oficina|Secretarios (general)|Operadores de máquinas de oficina
Personal de apoyo administrativo|Oficinistas|Operadores de máquinas de oficina|Operadores de máquinas de procesamiento de texto y mecanógrafos|Operadores de máquinas de procesamiento de texto y mecanógrafos
Personal de apoyo administrativo|Oficinistas|Operadores de máquinas de oficina|Operadores de máquinas de procesamiento de texto y mecanógrafos|Levantador de texto
Personal de apoyo administrativo|Oficinistas|Operadores de máquinas de oficina|Grabadores de datos|Grabadores de datos
Personal de apoyo administrativo|Oficinistas|Operadores de máquinas de oficina|Grabadores de datos|Digitador de base de datos
Personal de apoyo administrativo|Empleados en trato directo con el público|Operadores de máquinas de oficina|Grabadores de datos|Empleados en trato directo con el público
Personal de apoyo administrativo|Empleados en trato directo con el público|Pagadores y cobradores de ventanilla y afines|Grabadores de datos|Pagadores y cobradores de ventanilla y afines
Personal de apoyo administrativo|Empleados en trato directo con el público|Pagadores y cobradores de ventanilla y afines|Cajeros de bancos y afines|Cajeros de bancos y afines
Personal de apoyo administrativo|Empleados en trato directo con el público|Pagadores y cobradores de ventanilla y afines|Cajeros de bancos y afines|Taquillero
Personal de apoyo administrativo|Empleados en trato directo con el público|Pagadores y cobradores de ventanilla y afines|Cajeros de bancos y afines|Receptores pagadores
Personal de apoyo administrativo|Empleados en trato directo con el público|Pagadores y cobradores de ventanilla y afines|Cajeros de bancos y afines|Cajero en general
Personal de apoyo administrativo|Empleados en trato directo con el público|Pagadores y cobradores de ventanilla y afines|Cajeros de bancos y afines|Empleado de emisión de billetes
Personal de apoyo administrativo|Empleados en trato directo con el público|Pagadores y cobradores de ventanilla y afines|Cajeros de bancos y afines|Cajero de banco
Personal de apoyo administrativo|Empleados en trato directo con el público|Pagadores y cobradores de ventanilla y afines|Cajeros de bancos y afines|Cajero de restaurante
Personal de apoyo administrativo|Empleados en trato directo con el público|Pagadores y cobradores de ventanilla y afines|Cajeros de bancos y afines|Técnico en operaciones bancarias
Personal de apoyo administrativo|Empleados en trato directo con el público|Pagadores y cobradores de ventanilla y afines|Receptores de apuestas y afines|Receptores de apuestas y afines
Personal de apoyo administrativo|Empleados en trato directo con el público|Pagadores y cobradores de ventanilla y afines|Receptores de apuestas y afines|Receptor de apuestas
Personal de apoyo administrativo|Empleados en trato directo con el público|Pagadores y cobradores de ventanilla y afines|Prestamistas|Prestamistas
Personal de apoyo administrativo|Empleados en trato directo con el público|Pagadores y cobradores de ventanilla y afines|Prestamistas|Prestamista de dinero
Personal de apoyo administrativo|Empleados en trato directo con el público|Pagadores y cobradores de ventanilla y afines|Prestamistas|Prestamista de prendas
Personal de apoyo administrativo|Empleados en trato directo con el público|Pagadores y cobradores de ventanilla y afines|Cobradores y afines|Cobradores y afines
Personal de apoyo administrativo|Empleados en trato directo con el público|Pagadores y cobradores de ventanilla y afines|Cobradores y afines|Cobrador a pie
Personal de apoyo administrativo|Empleados en trato directo con el público|Pagadores y cobradores de ventanilla y afines|Cobradores y afines|Cobrador en moto
Personal de apoyo administrativo|Empleados en trato directo con el público|Pagadores y cobradores de ventanilla y afines|Cobradores y afines|Mensajero y cobrador en moto
Personal de apoyo administrativo|Empleados en trato directo con el público|Pagadores y cobradores de ventanilla y afines|Cobradores y afines|Cobrador por teléfono
Personal de apoyo administrativo|Empleados en trato directo con el público|Empleados de servicios de información al cliente|Cobradores y afines|Empleados de servicios de información al cliente
Personal de apoyo administrativo|Empleados en trato directo con el público|Empleados de servicios de información al cliente|Empleados de agencias de viajes|Empleados de agencias de viajes
Personal de apoyo administrativo|Empleados en trato directo con el público|Empleados de servicios de información al cliente|Empleados de agencias de viajes|Agente de viajes
Personal de apoyo administrativo|Empleados en trato directo con el público|Empleados de servicios de información al cliente|Empleados de agencias de viajes|Agente de ventas de agencia de viajes
Personal de apoyo administrativo|Empleados en trato directo con el público|Empleados de servicios de información al cliente|Empleados de agencias de viajes|Emisor de billetes aéreos
Personal de apoyo administrativo|Empleados en trato directo con el público|Empleados de servicios de información al cliente|Empleados de centros de llamadas|Empleados de centros de llamadas
Personal de apoyo administrativo|Empleados en trato directo con el público|Empleados de servicios de información al cliente|Empleados de centros de llamadas|Empleado de call center ( centro de atención a llamadas )
Personal de apoyo administrativo|Empleados en trato directo con el público|Empleados de servicios de información al cliente|Telefonistas|Telefonistas
Personal de apoyo administrativo|Empleados en trato directo con el público|Empleados de servicios de información al cliente|Telefonistas|Telefonista
Personal de apoyo administrativo|Empleados en trato directo con el público|Empleados de servicios de información al cliente|Telefonistas|Operador de planta telefónica
Personal de apoyo administrativo|Empleados en trato directo con el público|Empleados de servicios de información al cliente|Recepcionistas de hoteles|Recepcionistas de hoteles
Personal de apoyo administrativo|Empleados en trato directo con el público|Empleados de servicios de información al cliente|Recepcionistas de hoteles|Recepcionista de hotel
Personal de apoyo administrativo|Empleados en trato directo con el público|Empleados de servicios de información al cliente|Empleados de ventanillas de informaciones|Empleados de ventanillas de informaciones
Personal de apoyo administrativo|Empleados en trato directo con el público|Empleados de servicios de información al cliente|Empleados de ventanillas de informaciones|Empleado de información
Personal de apoyo administrativo|Empleados en trato directo con el público|Empleados de servicios de información al cliente|Recepcionistas (general)|Recepcionistas (general)
Personal de apoyo administrativo|Empleados en trato directo con el público|Empleados de servicios de información al cliente|Recepcionistas (general)|Recepcionista de empresa
Personal de apoyo administrativo|Empleados en trato directo con el público|Empleados de servicios de información al cliente|Entrevistadores de encuestas y de investigaciones de mercados|Entrevistadores de encuestas y de investigaciones de mercados
Personal de apoyo administrativo|Empleados en trato directo con el público|Empleados de servicios de información al cliente|Entrevistadores de encuestas y de investigaciones de mercados|Encuestador
Personal de apoyo administrativo|Empleados en trato directo con el público|Empleados de servicios de información al cliente|Entrevistadores de encuestas y de investigaciones de mercados|Empleados  de  servicios  de  información  al  cliente  no  clasificados  bajo
Personal de apoyo administrativo|Empleados en trato directo con el público|Empleados de servicios de información al cliente|otros epígrafes|otros epígrafes
Personal de apoyo administrativo|Empleados en trato directo con el público|Empleados de servicios de información al cliente|otros epígrafes|Hostess (anfitriona de bienvenida)
Personal de apoyo administrativo|Empleados en trato directo con el público|Auxiliares contables y financieros|otros epígrafes|Auxiliares contables y financieros
Personal de apoyo administrativo|Empleados en trato directo con el público|Auxiliares contables y financieros|Empleados de contabilidad y cálculo de costos|Empleados de contabilidad y cálculo de costos
Personal de apoyo administrativo|Empleados en trato directo con el público|Auxiliares contables y financieros|Empleados de contabilidad y cálculo de costos|Auxiliar de contabilidad
Personal de apoyo administrativo|Empleados en trato directo con el público|Auxiliares contables y financieros|Empleados de contabilidad y cálculo de costos|Perito contador
Personal de apoyo administrativo|Empleados en trato directo con el público|Auxiliares contables y financieros|Empleados de contabilidad y cálculo de costos|Encargado de costos de restaurante
Personal de apoyo administrativo|Empleados en trato directo con el público|Auxiliares contables y financieros|Empleados de servicios estadísticos, financieros y de seguros|Empleados de servicios estadísticos, financieros y de seguros
Personal de apoyo administrativo|Empleados en trato directo con el público|Auxiliares contables y financieros|Empleados de servicios estadísticos, financieros y de seguros|Empleado de servicios estadísticos, financieros y de seguros
Personal de apoyo administrativo|Empleados en trato directo con el público|Auxiliares contables y financieros|Empleados encargados de las nóminas|Empleados encargados de las nóminas
Personal de apoyo administrativo|Empleados en trato directo con el público|Auxiliares contables y financieros|Empleados encargados de las nóminas|Empleados encargados de las nóminas
Personal de apoyo administrativo|Empleados en trato directo con el público|Empleados encargados del registro de materiales y de transportes|Empleados encargados de las nóminas|Empleados encargados del registro de materiales y de transportes
Personal de apoyo administrativo|Empleados en trato directo con el público|Empleados encargados del registro de materiales y de transportes|Empleados de control de abastecimientos e inventario|Empleados de control de abastecimientos e inventario
Personal de apoyo administrativo|Empleados en trato directo con el público|Empleados encargados del registro de materiales y de transportes|Empleados de control de abastecimientos e inventario|Ayudante de bodega
Personal de apoyo administrativo|Empleados en trato directo con el público|Empleados encargados del registro de materiales y de transportes|Empleados de control de abastecimientos e inventario|Bodeguero de restaurante
Personal de apoyo administrativo|Empleados en trato directo con el público|Empleados encargados del registro de materiales y de transportes|Empleados de control de abastecimientos e inventario|Empleado de despacho de mercadería en la empresa
Personal de apoyo administrativo|Empleados en trato directo con el público|Empleados encargados del registro de materiales y de transportes|Empleados de control de abastecimientos e inventario|Empleado de distribución de mercadería a domicilio
Personal de apoyo administrativo|Empleados en trato directo con el público|Empleados encargados del registro de materiales y de transportes|Empleados de control de abastecimientos e inventario|Encargado de bodega
Personal de apoyo administrativo|Empleados en trato directo con el público|Empleados encargados del registro de materiales y de transportes|Empleados de control de abastecimientos e inventario|Auxiliar de bodega
Personal de apoyo administrativo|Empleados en trato directo con el público|Empleados encargados del registro de materiales y de transportes|Empleados de servicios de apoyo a la producción|Empleados de servicios de apoyo a la producción
Personal de apoyo administrativo|Empleados en trato directo con el público|Empleados encargados del registro de materiales y de transportes|Empleados de servicios de apoyo a la producción|Empleado de servicios de apoyo a la producción
Personal de apoyo administrativo|Empleados en trato directo con el público|Empleados encargados del registro de materiales y de transportes|Empleados de servicios de transporte|Empleados de servicios de transporte
Personal de apoyo administrativo|Empleados en trato directo con el público|Empleados encargados del registro de materiales y de transportes|Empleados de servicios de transporte|Empleado de servicios de transporte
Personal de apoyo administrativo|Otro personal de apoyo administrativo|Empleados encargados del registro de materiales y de transportes|Empleados de servicios de transporte|Otro personal de apoyo administrativo
Personal de apoyo administrativo|Otro personal de apoyo administrativo|Otro personal de apoyo administrativo|Empleados de servicios de transporte|Otro personal de apoyo administrativo
Personal de apoyo administrativo|Otro personal de apoyo administrativo|Otro personal de apoyo administrativo|Empleados de servicios de correos|Empleados de servicios de correos
Personal de apoyo administrativo|Otro personal de apoyo administrativo|Otro personal de apoyo administrativo|Empleados de servicios de correos|Cartero
Personal de apoyo administrativo|Otro personal de apoyo administrativo|Otro personal de apoyo administrativo|Empleados de servicios de correos|Clasificador de correspondencia
Personal de apoyo administrativo|Otro personal de apoyo administrativo|Otro personal de apoyo administrativo|Codificadores de datos, correctores de pruebas de imprenta y afines|Codificadores de datos, correctores de pruebas de imprenta y afines
Personal de apoyo administrativo|Otro personal de apoyo administrativo|Otro personal de apoyo administrativo|Codificadores de datos, correctores de pruebas de imprenta y afines|Codificador de datos y corrector de pruebas de imprenta y afines.
Personal de apoyo administrativo|Otro personal de apoyo administrativo|Otro personal de apoyo administrativo|Codificadores de datos, correctores de pruebas de imprenta y afines|Corrector ortográfico
Personal de apoyo administrativo|Otro personal de apoyo administrativo|Otro personal de apoyo administrativo|Codificadores de datos, correctores de pruebas de imprenta y afines|Revisor de forma y estilo
Personal de apoyo administrativo|Otro personal de apoyo administrativo|Otro personal de apoyo administrativo|Codificadores de datos, correctores de pruebas de imprenta y afines|Codificador de datos
Trabajadores de los servicios y vendedores de comercios y mercados|Otro personal de apoyo administrativo|Otro personal de apoyo administrativo|Codificadores de datos, correctores de pruebas de imprenta y afines|Trabajadores de los servicios y vendedores de comercios y mercados
Trabajadores de los servicios y vendedores de comercios y mercados|Trabajadores de los servicios personales|Otro personal de apoyo administrativo|Codificadores de datos, correctores de pruebas de imprenta y afines|Trabajadores de los servicios personales
Trabajadores de los servicios y vendedores de comercios y mercados|Trabajadores de los servicios personales|Personal al servicio directo de los pasajeros|Codificadores de datos, correctores de pruebas de imprenta y afines|Personal al servicio directo de los pasajeros
Trabajadores de los servicios y vendedores de comercios y mercados|Trabajadores de los servicios personales|Personal al servicio directo de los pasajeros|Auxiliares de servicio de abordo|Auxiliares de servicio de abordo
Trabajadores de los servicios y vendedores de comercios y mercados|Trabajadores de los servicios personales|Personal al servicio directo de los pasajeros|Auxiliares de servicio de abordo|Sobrecargo o aeromozo(a)
Trabajadores de los servicios y vendedores de comercios y mercados|Trabajadores de los servicios personales|Personal al servicio directo de los pasajeros|Auxiliares de servicio de abordo|Camarero de bus
Trabajadores de los servicios y vendedores de comercios y mercados|Trabajadores de los servicios personales|Personal al servicio directo de los pasajeros|Revisores y cobradores de los transportes públicos|Revisores y cobradores de los transportes públicos
Trabajadores de los servicios y vendedores de comercios y mercados|Trabajadores de los servicios personales|Personal al servicio directo de los pasajeros|Revisores y cobradores de los transportes públicos|Revisor de ticket de transporte
Trabajadores de los servicios y vendedores de comercios y mercados|Trabajadores de los servicios personales|Personal al servicio directo de los pasajeros|Revisores y cobradores de los transportes públicos|Cobrador de ticket de transporte
Trabajadores de los servicios y vendedores de comercios y mercados|Trabajadores de los servicios personales|Personal al servicio directo de los pasajeros|Revisores y cobradores de los transportes públicos|Guarda de transporte
